URL,Company,Headquarters,Sector,Subsector,Founded,Total Funding,Investors
https://forgeglobal.com/0x_stock/,Access 0x Stock and Financial Details - Forge,"San Francisco, CA, United States",Fintech,Other Fintech,2016,,"8 Decimal Capital, Zk Capital, Innovating Capital, James Sowers, Limitless Crypto Investments, Andreas Schwartz"
https://forgeglobal.com/100-thieves_stock/,Invest and Sell 100 Thieves Stock - Forge,"Los Angeles, CA, United States",Consumer & Lifestyle,Gaming,2017,,NA
https://forgeglobal.com/1047-games_stock/,Invest and Sell 1047 Games Stock - Forge,"Zephyr Cove, NV, United States",Consumer & Lifestyle,Gaming,2016,,NA
https://forgeglobal.com/10x-genomics-inc_stock/,"Access 10x Genomics, Inc. Stock and Financial Details - Forge","Pleasanton, CA, United States",Healthcare,Biotech & Pharma,2012,,NA
https://forgeglobal.com/11x_stock/,Invest and Sell 11x Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Communication & Collaboration Software,2022,,NA
https://forgeglobal.com/128-technology_stock/,Access 128 Technology Stock and Financial Details - Forge,"Burlington, MA, United States",Enterprise Software,Cloud /​ Networking Infrastructure,2014,,NA
https://forgeglobal.com/1366-technologies_stock/,Access 1366 Technologies Stock and Financial Details - Forge,"Bedford, MA, United States",Technology Hardware,Computing Hardware,2008,,NA
https://forgeglobal.com/15five_stock/,Invest and Sell 15Five Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Other Enterprise Software,2011,,NA
https://forgeglobal.com/1kosmos_stock/,Invest and Sell 1Kosmos Stock - Forge,"Iselin, NJ, United States",Enterprise Software,Cloud /​ Networking Infrastructure,2017,,NA
https://forgeglobal.com/1life-healthcare_stock/,Access 1Life Healthcare Stock and Financial Details - Forge,"San Francisco, CA, United States",Healthcare,Other Healthcare,2002,,NA
https://forgeglobal.com/1more_stock/,Invest and Sell 1MORE Stock - Forge,"Shenzhen, China",Consumer & Lifestyle,Consumer Electronics,2015,,"Idg Capital, Temasek Holdings, Shunwei Capital"
https://forgeglobal.com/1password_stock/,Invest and Sell 1Password Stock - Forge,"Toronto, Canada",Enterprise Software,Cybersecurity,2005,NA,"Accel, Slack Fund, Wndrco"
https://forgeglobal.com/1qbit_stock/,Invest and Sell 1QBit Stock - Forge,"Vancouver, Canada",Enterprise Software,Productivity,2012,,NA
https://forgeglobal.com/1stdibs_stock/,Access 1stdibs Stock and Financial Details - Forge,"New York, NY, United States",Consumer & Lifestyle,E-commerce,2001,,"Benchmark Capital, Spark Capital, Insight Venture Partners, Index Ventures"
https://forgeglobal.com/1x_stock/,Invest and Sell 1x Stock - Forge,"Moss, Norway",Industrial,Robotics,2014,,"Openai Startup Fund, Hermitage Capital, Eqt Ventures, Samsung Next Ventures, Thursday Ventures, Access Ventures, Soul Ventures, Tiger Global Managament, Type One Ventures, Starbridge Venture Capital, Alliance Venture"
https://forgeglobal.com/23andme_stock/,Access 23andMe Stock and Financial Details - Forge,"Sunnyvale, CA, United States",Healthcare,Healthcare Providers & Services,2006,,"Altimeter Capital, Fidelity Investments, Sequoia Capital, Casdin Capital"
https://forgeglobal.com/247-ai_stock/,Invest and Sell [24]7.ai Stock - Forge,"Campbell, CA, United States",Enterprise Software,Sales & Marketing /​ Adtech,2000,,Sherpalo Ventures
https://forgeglobal.com/24m_stock/,Invest and Sell 24M Stock - Forge,"Cambridge, MA, United States",Energy,Energy Storage,2010,,"Mitsui O.S.K. Lines, Stex25, Nuovo+, Asahi Kasei, Freyr Battery, SPARX Group Company, Signet Healthcare Partners, Lucas-TVS, Dai Nippon Printing, Shumway Capital, Arpa-E"
https://forgeglobal.com/280-earth_stock/,Invest and Sell 280 earth Stock - Forge,"Mountain View, CA, United States",Industrial,Manufacturing,2022,,"Builders Vc, U.S. Department Of Energy, Alphabet"
https://forgeglobal.com/3d-robotics_stock/,Access 3DR Stock and Financial Details - Forge,"Chula Vista, CA, United States",Industrial,Industrial Software,2009,,"Atlantic Bridge Capital, Foundry Group, Two Sigma Investments, Sk Ventures, Westsummit Capital, Qualcomm Ventures, Sandisk Ventures, True Ventures, O’Reilly Alphatech Ventures"
https://forgeglobal.com/3t-biosciences_stock/,Invest and Sell 3T Biosciences Stock - Forge,"South San Francisco, CA, United States",Healthcare,Biotech & Pharma,2017,,"Thiel Capital, Os Fund, Parker Institute For Cancer Immunotherapy, Starlight Ventures, Johnson & Johnson Innovation, Lightspeed Venture Partners, Crv, Hayan Health Networks, Asset Management Ventures, Menlo Ventures, Westlake Village Biopartners"
https://forgeglobal.com/4c_stock/,Invest and Sell 4C Stock - Forge,"stockholm, Sweden",Enterprise Software,Sales & Marketing /​ Adtech,2012,,NA
https://forgeglobal.com/4d-molecular-therapeutics-4dmt_stock/,Access 4D Molecular Therapeutics (4DMT) Stock and Financial Details - Forge,"Emeryville, CA, United States",Healthcare,Biotech & Pharma,2013,,NA
https://forgeglobal.com/4dreplay_stock/,Invest and Sell 4DReplay Stock - Forge,"South San Francisco, CA, United States",Industrial,Industrial Equipment,2016,,NA
https://forgeglobal.com/4info_stock/,Access 4Info Stock and Financial Details - Forge,"San Jose, CA, United States",Enterprise Software,Sales & Marketing /​ Adtech,2004,,NA
https://forgeglobal.com/5ire_stock/,Invest and Sell 5ire Stock - Forge,"Dubai, United Arab Emirates",Fintech,Blockchain Software,2021,,NA
https://forgeglobal.com/5miles_stock/,Invest and Sell 5miles Stock - Forge,"Beijing, China",Consumer & Lifestyle,E-commerce,2014,NA,NA
https://forgeglobal.com/6k_stock/,Invest and Sell 6K Stock - Forge,"North Andover, MA, United States",Industrial,Materials,2007,,"Launchcapital, Dragon Capital, Stellantis, Massachusetts Technology Collaborative, KLP Ventures, Astir Ventures, U.S. Department Of Energy, In-Q-Tel, United States Department Of Defense"
https://forgeglobal.com/6sense_stock/,Invest and Sell 6sense Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Sales & Marketing /​ Adtech,2012,,"D1 Capital Partners, Tiger Global Management, Sapphire Ventures, Insight Partners"
https://forgeglobal.com/75f_stock/,Invest and Sell 75F Stock - Forge,"Bloomington, MN, United States",Industrial,Construction,2012,,"Revolution, Evergreen Climate Innovations, Building Ventures, Siemens, Climate Investment, Unreasonable Impact, Next47"
https://forgeglobal.com/8base_stock/,Invest and Sell 8base Stock - Forge,"Miami, FL, United States",Enterprise Software,Productivity,2017,,"Firebrand Ventures, Network Vc, Foundry Group, Argonautic Ventures, Jpmorgan Chase, Alumni Ventures, Blue Note Ventures"
https://forgeglobal.com/8fig_stock/,Access 8fig Stock and Financial Details - Forge,"Austin, TX, United States",Enterprise Software,Productivity,2020,,"Jesselson Capital, Five Eyes Venture, Localglobe X, Koch Disruptive Technologies, First-Citizens Bank & Trust, Phoenix Court, Battery Ventures, Hetz Ventures"
https://forgeglobal.com/8i_stock/,Invest and Sell 8i Stock - Forge,"Los Angeles, CA, United States",Enterprise Software,Data Intelligence,2014,,"Signia Venture Partners, Samsung Next Ventures, Rothenberg Ventures, Rre Ventures, Dolby Family Ventures, Horizon Ventures, Western Technology Investment, Hearst Ventures, Boost Vc, Ptk Capital, Advancit Capital, Kortschak Investments, Big Loud Capital, Sound Ventures, Founders Fund, Lg Technology Ventures, Verizon Ventures, Bertelsmann Digital Media Investments, Samsung Ventures, Baidu Ventures, Inevitable Ventures"
https://forgeglobal.com/908-devices_stock/,Access 908 Devices Stock and Financial Details - Forge,"Boston, MA, United States",Healthcare,Biotech & Pharma,2012,,NA
https://forgeglobal.com/98point6_stock/,Invest and Sell 98point6 Stock - Forge,"Seatle, WA, United States",Healthcare,Digital Health,2015,,NA
https://forgeglobal.com/99designs_stock/,Invest and Sell 99designs Stock - Forge,"Oakland, CA, United States",Consumer & Lifestyle,Other Consumer & Lifestyle,2008,,NA
https://forgeglobal.com/99minutos_stock/,Invest and Sell 99minutos Stock - Forge,"Mexico City, Mexico",Industrial,Logistics,2013,,NA
https://forgeglobal.com/a2-biotherapeutics_stock/,Invest and Sell A2 Biotherapeutics Stock - Forge,"Agoura Hills, CA, United States",Healthcare,Biotech & Pharma,2017,,NA
https://forgeglobal.com/a24-films_stock/,Invest and Sell A24 Films Stock - Forge,"New York, NY, United States",Consumer & Lifestyle,Entertainment,2012,NA,Thrive Capital
https://forgeglobal.com/aalo-atomics_stock/,Invest and Sell Aalo Atomics Stock - Forge,"Austin, TX, United States",Energy,Clean Energy,2023,,"Preston-Werner Ventures, Crosscut Ventures, Vamosventures, What If Ventures, Julian Capital, Climate Capital, Liquid 2 Ventures, Wayfinder Ventures, Gaingels, Maple Vc, Avalanche, Fifty Years, Hitachi Ventures, Harpoon Vc, Snr, MCJ, Kindred Ventures, Nucleation Capital, F-Prime Capital, Garage Capital, Valor Equity Partners"
https://forgeglobal.com/aalyria_stock/,Invest and Sell Aalyria Stock - Forge,"Livermore, CA, United States",Enterprise Software,Communication & Collaboration Software,2021,,NA
https://forgeglobal.com/aardvark-therapeutics_stock/,Access Aardvark Therapeutics Stock and Financial Details - Forge,"San Diego, CA, United States",Healthcare,Biotech & Pharma,2017,,"Premier Partners, Prader-Willi Syndrome Association, Symbiosis Capital Management, Walleye Capital, Silverarc Capital Management, Cantor Fitzgerald, Surveyor Capital, Tetragon Financial Group, Fpwr, Cormorant Asset Management, Gershon Capital, Vickers Venture Partners, Bnh Investment, Sorrento Therapeutics, Laurion Capital Management Lp, Decheng Capital, Lg Technology Ventures, Dreavent"
https://forgeglobal.com/abacus-ai_stock/,Invest and Sell Abacus.AI Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Data Intelligence,2019,,"Coatue, Index Ventures, Alkeon Capital, Basis Set Ventures, Khosla Ventures, Caffeinated Capital, Decibel Partners, Tiger Global Management"
https://forgeglobal.com/abcuro_stock/,Invest and Sell Abcuro Stock - Forge,"Newton, MA, United States",Healthcare,Biotech & Pharma,2015,,NA
https://forgeglobal.com/abiomed_stock/,Invest and Sell Abiomed Stock - Forge,"Danvers, MA, United States",Healthcare,Medical Devices,1981,,NA
https://forgeglobal.com/abl-space-systems_stock/,Invest and Sell ABL Space Systems Stock - Forge,"El Segundo, CA, United States",Industrial,Aerospace & Defense,2017,,"Lockheed Martin Ventures, Tamarack Global, Jam Fund, New Science Ventures, Venrock, Fidelity Management & Research Company"
https://forgeglobal.com/ablative-solutions_stock/,Invest and Sell Ablative Solutions Stock - Forge,"Wakefield, MA, United States",Healthcare,Other Healthcare,2011,,NA
https://forgeglobal.com/abnormal-security_stock/,Invest and Sell Abnormal AI Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Cybersecurity,2018,,"Greylock, Crowdstrike Holdings, Insight Venture Partners, Artisanal Ventures, The Syndicate Group, Menlo Ventures"
https://forgeglobal.com/abpro_stock/,Access Abpro Stock and Financial Details - Forge,"Woburn, MA, United States",Healthcare,Biotech & Pharma,2004,,NA
https://forgeglobal.com/abra_stock/,Invest and Sell Abra Stock - Forge,"Mountain View, CA, United States",Fintech,Blockchain,2014,,"American Express Ventures, Adams Street Partners, Jungle Ventures, Pantera Capital, Operative Capital, Nyca Partners, Recursive Ventures, First Round Capital, Boost Vc, Blockchain Capital, Digital Currency Group"
https://forgeglobal.com/abridge_stock/,Invest and Sell Abridge Stock - Forge,"Pittsburgh, PA, United States",Healthcare,Healthcare Software,2018,,"Whistler Capital Partners, Mayo Clinic, Bessemer Venture Partners, Union Square Ventures, Pillar Vc, Wittington Ventures, Scan Group, Upmc Enterprises, Kdt Ventures, Iks Health, Lifepoint Health, Uc Investments, Cvs Health Ventures, Spark Capital, Kaiser Permanente Ventures, American College Of Cardiology Foundation"
https://forgeglobal.com/abstract_stock/,Invest and Sell Abstract Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Other Enterprise Software,2016,,NA
https://forgeglobal.com/acadiasoft_stock/,Invest and Sell Acadia Stock - Forge,"San Diego, CA, United States",Fintech,Other Fintech,2005,,NA
https://forgeglobal.com/accela_stock/,Invest and Sell Accela Stock - Forge,"San Ramon, CA, United States",Industrial,Industrial Software,1999,,NA
https://forgeglobal.com/acceldata_stock/,Invest and Sell Acceldata Stock - Forge,"Campbell, CA, United States",Enterprise Software,Data Intelligence,2018,,Aramco Ventures
https://forgeglobal.com/acceledent_stock/,Invest and Sell AcceleDent Stock - Forge,"Ossining, NY, United States",Healthcare,Other Healthcare,2007,,"Texas Emerging Technology Fund, S3 Ventures"
https://forgeglobal.com/accelerant_stock/,Access Accelerant Stock and Financial Details - Forge,"Tollgate West, United Kingdom",Fintech,Insurance,2018,,"Altamont Capital Partners, Deer Park Road, Eldridge, Marshall Wace, Ms&Ad Ventures"
https://forgeglobal.com/accellion_stock/,Invest and Sell Kiteworks Stock - Forge,"San Mateo, CA, United States",Enterprise Software,Cybersecurity,2000,,NA
https://forgeglobal.com/accent-therapeutics_stock/,Invest and Sell Accent Therapeutics Stock - Forge,"Lexington, MA, United States",Healthcare,Biotech & Pharma,2017,,"Ecor1 Capital, The Column Group, Abbvie Ventures, Gv, Bristol Myers Squibb, Mirae Asset Capital, Timefolio Capital, Paratus Investment, Johnson & Johnson Innovation, Atlas Venture, Droia Ventures, The Mark Foundation For Cancer Research"
https://forgeglobal.com/accessfintech_stock/,Invest and Sell AccessFintech Stock - Forge,"Ramat Gan, Israel",Fintech,Lending,2016,,"Bank Of America, Jp Morgan, Westcap, Bny Mellon, Dawn Capital, Citi, Goldman Sachs"
https://forgeglobal.com/accessibe_stock/,Invest and Sell accessiBe Stock - Forge,"Tel Aviv, Israel",Enterprise Software,Software Development,2018,,"Primark Capital, Glilot Capital Partners, K1 Investment Management, Phoenix Insurance Company"
https://forgeglobal.com/accolade_stock/,Access Accolade Stock and Financial Details - Forge,"Plymouth Meeting, PA, United States",Healthcare,Other Healthcare,2007,,"Andreessen Horowitz, Madrona Venture Group"
https://forgeglobal.com/accompany-health_stock/,Invest and Sell Accompany Health Stock - Forge,"Bethesda, MD, United States",Healthcare,Digital Health,2022,,"Ivp, Arch Venture Partners, Venrock, Evidenced Capital, Granite Capital Management"
https://forgeglobal.com/accrual_stock/,Invest and Sell Accrual Stock - Forge,"San Francisco, CA, United States",Fintech,Fintech Software,2024,,NA
https://forgeglobal.com/accutar-biotechnology_stock/,Invest and Sell Accutar Biotechnology Stock - Forge,"Cranbury, NJ, United States",Healthcare,Biotech & Pharma,2015,,NA
https://forgeglobal.com/ace-green-recycling_stock/,Invest and Sell ACE Green Recycling Stock - Forge,"Houston, TX, United States",Energy,Clean Energy,2019,,NA
https://forgeglobal.com/aceable_stock/,Invest and Sell Aceable Stock - Forge,"Austin, TX, United States",Education,E-Learning,2012,,NA
https://forgeglobal.com/acelyrin_stock/,Access Acelyrin Stock and Financial Details - Forge,"Agoura Hills, CA, United States",Healthcare,Biotech & Pharma,2020,,"Matrix Partners, Rtw Investments, Tybourne Capital Management, Surveyor, Samsara Biocapital, Marshall Wace, Cowen Group, Orbimed Healthcare Fund Management, Venbio, Decheng Capital, Westlake Village Biopartners"
https://forgeglobal.com/acepodia_stock/,Invest and Sell Acepodia Stock - Forge,"Alameda, CA, United States",Healthcare,Biotech & Pharma,2014,,"National Cancer Institute, Ridgeback Capital, Digital Mobile Venture, 8vc, Defta Partners"
https://forgeglobal.com/achates-power_stock/,Invest and Sell Achates Power Stock - Forge,"San Diego, CA, United States",Transportation,Other Transportation,2004,,"Triplepoint Capital, Rockport Capital, Sequoia Capital, Ogci Climate Investments, Saudi Aramco Energy Ventures, Madrone Capital Partners, Interwest Partners, Triangle Peak Partners"
https://forgeglobal.com/achronix_stock/,Invest and Sell Achronix Stock - Forge,"Santa Clara, CA, United States",Technology Hardware,Computing Hardware,2004,,NA
https://forgeglobal.com/acin_stock/,Invest and Sell Acin Stock - Forge,"London, United Kingdom",Enterprise Software,Data Intelligence,2018,,NA
https://forgeglobal.com/acorns_stock/,Invest and Sell Acorns Stock - Forge,"Irvine, CA, United States",Fintech,Personal Finance,2012,,"Senator Investment Group, Tpg, Blackrock, Greycroft, Blue Owl Capital, Bain Capital Ventures"
https://forgeglobal.com/acquia-5_stock/,Access Acquia Stock and Financial Details - Forge,"Boston, MA, United States",Enterprise Software,Sales & Marketing /​ Adtech,2007,,"North Bride Venture Partners, Centerview Capital Technology, Split Rock Partners, New Enterprise Associates"
https://forgeglobal.com/acres-manufacturing_stock/,Invest and Sell Acres Manufacturing Stock - Forge,"Las Vegas, NV, United States",Consumer & Lifestyle,Entertainment,2007,NA,NA
https://forgeglobal.com/acretrader_stock/,Access AcreTrader Stock and Financial Details - Forge,"Fayetteville, AR, United States",Real Estate,Real Estate Products & Services,2018,,NA
https://forgeglobal.com/acrisure_stock/,Invest and Sell Acrisure Stock - Forge,"Grand Rapids, MI, United States",Fintech,Insurance,2005,NA,"Abu Dhabi Investment Authority, Bdt & Company, Ares Management, Partners Group, Blackstone, Midcap Financial, Guggenheim Investments, Psp Partners, Auldbrass Partners, Harvest Partners"
https://forgeglobal.com/acronis_stock/,Invest and Sell Acronis Stock - Forge,"Schaffhausen, Switzerland",Enterprise Software,Cybersecurity,2002,NA,"Runa Capital, Almaz Capital, Blackrock, Goldman Sachs Growth Equity, Delta-V Capital, Millenium Technology Partners"
https://forgeglobal.com/act-on_stock/,Invest and Sell Act-On Stock - Forge,"Portland, OR, United States",Enterprise Software,Sales & Marketing /​ Adtech,2008,,NA
https://forgeglobal.com/actifio-0_stock/,Access Actifio Stock and Financial Details - Forge,"Waltham, MA, United States",Enterprise Software,Data Management /​ Storage,2009,,"Andreessen Horowitz, Advanced Technology Ventures, Greylock Partners Il, Technology Crossover Ventures, Tiger Global Management, North Bridge Venture Partners"
https://forgeglobal.com/actioniq_stock/,Access ActionIQ Stock and Financial Details - Forge,"New York, NY, United States",Enterprise Software,Sales & Marketing /​ Adtech,2014,,NA
https://forgeglobal.com/activ-surgical_stock/,Invest and Sell Activ Surgical Stock - Forge,"Boston, MA, United States",Healthcare,Healthcare Software,2017,,"Greatpoint Ventures, Artis Ventures, Dns Capital, Atel Capital Group, Reimagined Ventures, Fiscus Ventures, Page One Ventures, Magnetar Capital, Nvidia, Bam Elevate, Rising Tide Fund, Tao Capital Partners, Alumni Ventures, Mint Venture Partners, Peak6, Ws Investments, Cota Capital, Hikma Ventures, Lrvhealth, 8vc, Sony Innovation Fund, Dov Management"
https://forgeglobal.com/activecampaign_stock/,Invest and Sell ActiveCampaign Stock - Forge,"Chicago, IL, United States",Enterprise Software,Sales & Marketing /​ Adtech,2003,NA,"Tiger Global Management, Dragoneer Investment Group, Susquehanna Growth Equity, Silversmith Capital Partners"
https://forgeglobal.com/actively-ai_stock/,Invest and Sell Actively AI Stock - Forge,"New York, NY, United States",Enterprise Software,Sales & Marketing /​ Adtech,2020,,"Tcv, Neo, Alkeon Capital Management, Frederic Kerrest, Conversion Capital, First Round Capital, Bain Capital Ventures, 515 Ventures"
https://forgeglobal.com/acuitymd_stock/,Invest and Sell AcuityMD Stock - Forge,"Somerville, MA, United States",Healthcare,Healthcare Software,2018,,"Spearhead, Ajax Health, Redpoint Ventures, Partners Fund Capital, Stepstone Group, Benchmark Capital, Benchmark, Atreides Management, Artisanal Ventures, Iconiq Growth"
https://forgeglobal.com/acutus-medical_stock/,Access Acutus Medical Stock and Financial Details - Forge,"Carlsbad, CA, United States",Healthcare,Other Healthcare,2011,,NA
https://forgeglobal.com/acv-auctions_stock/,Access ACV Auctions Stock and Financial Details - Forge,"Buffalo, NY, United States",Consumer & Lifestyle,E-commerce,2014,,NA
https://forgeglobal.com/ada_stock/,Invest and Sell Ada Stock - Forge,"Toronto, Canada",Enterprise Software,Business Operations,2014,,"Bessemer Venture Partners, Two Small Fish Ventures, Giant Ventures, Spark Capital, Tiger Global Management, Firebolt Ventures, 515 Ventures, C100, Burst Capital, Dmz Ventures, Roach Capital, Accel, Creative Destruction Lab, University Of Toronto Entrepreneurship, Version One Ventures, Communitech, Leaders Fund, Garage Capital, Bressemer, Firstmark Capital"
https://forgeglobal.com/adaptive-biotechnologies_stock/,Access Adaptive Biotechnologies Stock and Financial Details - Forge,"Seattle, WA, United States",Healthcare,Biotech & Pharma,2009,,NA
https://forgeglobal.com/adaptive_stock/,Invest and Sell Adaptive Stock - Forge,"New York, NY, United States",Enterprise Software,Cloud /​ Networking Infrastructure,2024,,NA
https://forgeglobal.com/adarx-parmaceuticals_stock/,Invest and Sell ADARx Pharmaceuticals Stock - Forge,"San Diego, CA, United States",Healthcare,Biotech & Pharma,2019,,"T. Rowe Price, Bain Capital Life Sciences, Tcg Crossover Management, Sirona Capital, Ascenta Capital, Lilly Asia Ventures, Sr One, Vivo Capital, Orbimed"
https://forgeglobal.com/adc-therapeutics_stock/,Access ADC Therapeutics Stock and Financial Details - Forge,"Epalinges, Switzerland",Healthcare,Biotech & Pharma,2012,,NA
https://forgeglobal.com/addepar_stock/,Invest and Sell Addepar Stock - Forge,"Mountain View, CA, United States",Fintech,Fintech Software,2009,,"Greenoaks Capital, Anduin Ventures, Cota Capital, Accelerate-It Ventures, D1 Capital Partners, Westcap, 8vc, Janse Capital, Altered Capital, Formation 8"
https://forgeglobal.com/adept-ai_stock/,Access Adept AI Stock and Financial Details - Forge,"San Francisco, CA, United States",Enterprise Software,Data Intelligence,2022,,NA
https://forgeglobal.com/adicet-bio_stock/,Access Adicet Bio Stock and Financial Details - Forge,"Boston, MA, United States",Healthcare,Biotech & Pharma,1900,,NA
https://forgeglobal.com/adlai-nortye_stock/,Access Adlai Nortye Stock and Financial Details - Forge,"North Brunswick Township, NJ, United States",Healthcare,Biotech & Pharma,2004,,NA
https://forgeglobal.com/adm-labs_stock/,Invest and Sell ADM Labs Stock - Forge,"Denver, CO, United States",Healthcare,Biotech & Pharma,2017,,NA
https://forgeglobal.com/adonis_stock/,Invest and Sell Adonis Stock - Forge,"New York, NY, United States",Enterprise Software,Productivity,2022,,NA
https://forgeglobal.com/adore-me_stock/,Access Adore Me Stock and Financial Details - Forge,"New York, NY, United States",Consumer & Lifestyle,"Clothing, Fashion, Beauty & Apparel",2010,,NA
https://forgeglobal.com/adroll_stock/,Invest and Sell NextRoll Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Sales & Marketing /​ Adtech,2006,,"Accel, Northgate, Glenmede, Merus Capital, Performance Equity, Foundation Capital, Institutional Venture Partners"
https://forgeglobal.com/advanced-manufacturing-company-of-america_stock/,Invest and Sell Advanced Manufacturing Company of America Stock - Forge,"El Segundo, CA, United States",Industrial,Other Industrial,2024,,NA
https://forgeglobal.com/advantagene_stock/,Access Candel Therapeutics Stock and Financial Details - Forge,NA,Healthcare,Biotech & Pharma,1999,,NA
https://forgeglobal.com/aelf-inc_stock/,Invest and Sell Aelf Stock - Forge,"Singapore, Singapore",Enterprise Software,Other Enterprise Software,2017,,"1kx Capital, Alphabit, 8 Decimal Capital, Blocktower, Node Capital"
https://forgeglobal.com/aera-technology_stock/,Invest and Sell Aera Technology Stock - Forge,"Mountain View, CA, United States",Enterprise Software,Data Intelligence,2001,,NA
https://forgeglobal.com/aera-therapeutics_stock/,Invest and Sell Aera Therapeutics Stock - Forge,"Cambridge, MA, United States",Healthcare,Biotech & Pharma,2021,,"Arch Venture Partners, Gv, Lux Capital"
https://forgeglobal.com/aerin-medical_stock/,Invest and Sell Aerin Medical Stock - Forge,"Sunnyvale, CA, United States",Healthcare,Medical Devices,2011,,"Targeted Technology, Barshop Ventures, Launch Capital, Questa Capital, Kck, Orbimed"
https://forgeglobal.com/aernos-inc_stock/,Invest and Sell AerNos Stock - Forge,"San Diego, CA, United States",Industrial,Industrial Equipment,2016,,NA
https://forgeglobal.com/aero_stock/,Invest and Sell Aero Stock - Forge,"San Francisco, CA, United States",Consumer & Lifestyle,Consumer Applications,2013,,NA
https://forgeglobal.com/aeroseal_stock/,Invest and Sell Aeroseal Stock - Forge,"Milpitas, CA, United States",Industrial,Construction,1993,,"Building Ventures, Baruch Future Ventures, Energy Impact Partners, Aramco Ventures, Climate Investment, Breakthrough Energy Ventures"
https://forgeglobal.com/aerospike_stock/,Invest and Sell Aerospike Stock - Forge,"Mountain View, CA, United States",Enterprise Software,Data Management /​ Storage,2009,,"Alsop Louie Partners, Newview Capital, Columbus Nova Technology Partners, Eastward Capital Partners, Cpp Investments, Draper Associates, Neotribe Ventures, Kalpathi Investments, Migration Capital, Triangle Peak Partners"
https://forgeglobal.com/aescape_stock/,Invest and Sell Aescape Stock - Forge,"New York, NY, United States",Industrial,Robotics,2017,,NA
https://forgeglobal.com/aeternity_stock/,Invest and Sell Aeternity Stock - Forge,"Vaduz, Liechtenstein",Fintech,Other Fintech,2016,,NA
https://forgeglobal.com/aetherflux_stock/,Invest and Sell Aetherflux Stock - Forge,"Capitola, CA, United States",Energy,Clean Energy,2023,,"Andreessen Horowitz, Index Ventures, New Enterprise Associates, Draper Associates, Ravelin Capital, Breakthrough Energy Ventures"
https://forgeglobal.com/aetion_stock/,Access Aetion Stock and Financial Details - Forge,"New York City, NY, United States",Healthcare,Healthcare Providers & Services,2012,,NA
https://forgeglobal.com/aeva_stock/,Access Aeva Stock and Financial Details - Forge,"Mountain View, CA, United States",Transportation,Autonomous Vehicles,2017,,NA
https://forgeglobal.com/afero_stock/,Invest and Sell Afero Stock - Forge,"Los Altos, CA, United States",Enterprise Software,Cloud /​ Networking Infrastructure,2014,,NA
https://forgeglobal.com/affectiva_stock/,Invest and Sell Affectiva Stock - Forge,"Boston, MA, United States",Enterprise Software,Data Intelligence,2002,,NA
https://forgeglobal.com/affinia-therapeutics_stock/,Invest and Sell Affinia Therapeutics Stock - Forge,"Waltham, MA, United States",Healthcare,Biotech & Pharma,2019,,NA
https://forgeglobal.com/affinity_stock/,Invest and Sell Affinity Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Sales & Marketing /​ Adtech,2014,,"Friends & Family Capital, Next Play Capital, Massmutual Ventures, Omers Ventures, Great Oaks Venture Capital, Advance Venture Partners, 8vc, Sway Ventures, Menlo Ventures, Invus Opportunities"
https://forgeglobal.com/affirm_stock/,Access Affirm Stock and Financial Details - Forge,"San Francisco, CA, United States",Fintech,Lending,2012,,"Andreessen Horowitz, Khosla Ventures, Jefferies, Lightspeed Venture Partners, Spark Capital"
https://forgeglobal.com/affirmed_stock/,Access Affirmed Stock and Financial Details - Forge,"Acton, MA, United States",Enterprise Software,Cloud /​ Networking Infrastructure,2010,,NA
https://forgeglobal.com/afiniti_stock/,Invest and Sell Afiniti Stock - Forge,"Hamilton, Bermuda",Enterprise Software,Data Intelligence,2006,NA,NA
https://forgeglobal.com/afresh_stock/,Invest and Sell Afresh Stock - Forge,"Oakland, CA, United States",Industrial,Logistics,2017,,"Insight Partners, Food Retail Ventures, 10x Capital, Techstars, Vmg Partners, Portfolia, Innovation Endeavors, Baseline Ventures, Ascolta Ventures, Spark Capital"
https://forgeglobal.com/afterquery_stock/,Invest and Sell AfterQuery Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Productivity,2024,,NA
https://forgeglobal.com/agari_stock/,Access Agari Stock and Financial Details - Forge,"Eden Prairie, MN, United States",Enterprise Software,Cybersecurity,2009,,NA
https://forgeglobal.com/age-of-learning_stock/,Invest and Sell Age of Learning Stock - Forge,"Glendale, CA, United States",Education,E-Learning,2007,,NA
https://forgeglobal.com/agentio_stock/,Invest and Sell Agentio Stock - Forge,"New York, NY, United States",Enterprise Software,Business Operations,2023,,NA
https://forgeglobal.com/agentsync_stock/,Invest and Sell AgentSync Stock - Forge,"Denver, CO, United States",Fintech,Insurance,2018,,"Tiger Global Management, Spark Capital, Summit Peak Investments, Caffeinated Capital, Craft Ventures, Operator Collective, Scifi Vc, 20vc, Anthemis Group, Valor Equity Partners"
