URL,Company,Headquarters,Sector,Subsector,Founded,Total Funding,Investors
https://forgeglobal.com/coreshell_stock/,Invest and Sell Coreshell Stock - Forge,"San Leandro, CA, United States",Energy,Energy Storage,2017,,"Baruch Future Ventures, Alchemist Accelerator, Foothill Ventures, National Science Foundation, Trousdale Ventures, Entrada Ventures, Asymmetry Ventures, Industry Ventures, California Energy Commission"
https://forgeglobal.com/coreweave_stock/,Access CoreWeave Stock and Financial Details - Forge,"Roseland, NJ, United States",Enterprise Software,Cloud /​ Networking Infrastructure,2017,,"Other People's Capital, Ironarc Ventures, Jane Street Capital, Claridge Venture Partners, Zoom Ventures, Jp Morgan Asset Management, Investment Management Corporation of Ontario, Dcvc, Goanna Capital, Assured Asset Management"
https://forgeglobal.com/corgi_stock/,Invest and Sell Corgi Stock - Forge,"San Francisco, CA, United States",Missing,Missing,2024,,NA
https://forgeglobal.com/cornami_stock/,Invest and Sell Cornami Stock - Forge,"Dallas, TX, United States",Enterprise Software,Data Management /​ Storage,2011,,NA
https://forgeglobal.com/coro_stock/,Invest and Sell Coro Stock - Forge,"Chicago, IL, United States",Enterprise Software,Cybersecurity,2015,,"Mizmaa Ventures, Neva Sgr, One Peak Partners, Energy Impact Partners, Cisco Entrepreneurs In Residence, Balderton Capital, Jerusalem Venture Partners, Sound Ventures"
https://forgeglobal.com/cortera_stock/,Invest and Sell Cortera Stock - Forge,"Boca Raton, FL, United States",Enterprise Software,Data Intelligence,1993,,NA
https://forgeglobal.com/cortex_stock/,Invest and Sell Cortex Stock - Forge,"San Jose, CA, United States",Enterprise Software,Data Intelligence,2019,,NA
https://forgeglobal.com/corvidia_stock/,Invest and Sell Corvidia Therapeutics Stock - Forge,"Waltham, MA, United States",Healthcare,Biotech & Pharma,2015,,NA
https://forgeglobal.com/corvus_stock/,Invest and Sell Corvus Insurance Stock - Forge,"Boston, MA, United States",Enterprise Software,Data Intelligence,2017,,"Insight Partners, Obvious Ventures, Hudson Structured Capital Management, Mtech Capital, Telstra Ventures, Bain Capital Ventures, .406 Ventures"
https://forgeglobal.com/corwave_stock/,Invest and Sell Corwave Stock - Forge,"Clichy, France",Healthcare,Medical Devices,2012,,"Seventure Partners, Novo Holdings, Vlerick Group, Agoranov, Exor, Medtronic, European Innovation Council Fund, Bpifrance, Sofinnova Partners, Ysios Capital"
https://forgeglobal.com/coterie-insurance_stock/,Invest and Sell Coterie Insurance Stock - Forge,"Appleton, WI, United States",Fintech,Insurance,2018,,NA
https://forgeglobal.com/cotopaxi_stock/,Invest and Sell Cotopaxi Stock - Forge,"Salt Lake City, UT, United States",Consumer & Lifestyle,"Clothing, Fashion, Beauty & Apparel",2014,,"Revolution, Tekton Ventures, Peterson Partners, New Enterprise Associates, Valor Equity Partners, Acme Capital, Prelude Ventures, Ridgeline, Sherpa Capital, Bam Ventures, Correlation Ventures, Forerunner Ventures, Hardy Capital Partners, M13, Brand Foundry Ventures, Break Trail Ventures, Teamworthy Group, Fifth Wall"
https://forgeglobal.com/couchbase_stock/,Access Couchbase Stock and Financial Details - Forge,"Santa Clara, CA, United States",Enterprise Software,Data Management /​ Storage,2008,,"North Bridge Venture Partners, Adams Street Partners, Mayfield Fund, Accel, Ignition Partners, Docomo Capital"
https://forgeglobal.com/countertack_stock/,Invest and Sell CounterTack Stock - Forge,"San Diego, CA, United States",Enterprise Software,Cybersecurity,2011,,NA
https://forgeglobal.com/coupang_stock/,Access Coupang Stock and Financial Details - Forge,"Seoul, South Korea",Consumer & Lifestyle,E-commerce,2010,,"Greenoaks Capital Management, Sequoia Capital, Launchtime, Rose Park Advisors, Wellington Management Company, Blackrock Private Equity Partners"
https://forgeglobal.com/cour-pharmaceuticals-development_stock/,Invest and Sell Cour Pharmaceuticals Development Stock - Forge,"Skokie, IL, United States",Healthcare,Biotech & Pharma,2012,,"Alpha Wave Global, Lumira Ventures, Pfizer Ventures, Roche Venture Fund, Chimera Capital, Angelini Ventures, Bristol Myers Squibb, T1d Fund"
https://forgeglobal.com/courier-health_stock/,Invest and Sell Courier Health Stock - Forge,"New York, NY, United States",Healthcare,Healthcare Software,2021,,NA
https://forgeglobal.com/course-hero_stock/,Invest and Sell Learneo Stock - Forge,"Redwood City, CA, United States",Education,E-Learning,2006,,"Gsv Ventures, Newview Capital, Great Oaks Venture Capital, Maveron, Idg Capital, Sv Angel"
https://forgeglobal.com/coursera_stock/,Access Coursera Stock and Financial Details - Forge,"Mountain View, CA, United States",Education,E-Learning,2012,,"Edb Investments, International Finance Corporation, Learn Capital, New Enterprise Associates, Times Internet, Gsv Capital, Kleiner Perkins"
https://forgeglobal.com/covariant_stock/,Invest and Sell Covariant Stock - Forge,"Emeryville, CA, United States",Industrial,Robotics,2017,,NA
https://forgeglobal.com/cove_stock/,Invest and Sell Cove Stock - Forge,"Washington, DC, United States",Enterprise Software,Business Operations,2013,,"Blackstone Innovations Investments, Kastle Systems International, Early Light Ventures, Second Century Ventures, ORG Portfolio Management, O'Shaughnessy Ventures, Nuveen"
https://forgeglobal.com/cover-genius_stock/,Invest and Sell Cover Genius Stock - Forge,"New York, NY, United States",Consumer & Lifestyle,Other Consumer & Lifestyle,2014,,"King River Capital, Dawn Capital, G Squared, Atlas Merchant Capital"
https://forgeglobal.com/coverhound_stock/,Invest and Sell CoverHound Stock - Forge,"Carlsbad, CA, United States",Fintech,Other Fintech,2010,,NA
https://forgeglobal.com/cowbell_stock/,Invest and Sell Cowbell Stock - Forge,"Pleasanton, CA, United States",Enterprise Software,Cybersecurity,2019,,"Anthemis, Permira, Qic Digital Venture Partners, Nyca Partners, Yenom Capital, Zurich Insurance Group, Palomar Ventures, Viola Fintech, Pruven Capital, Anthemis Group, Prosperity7 Ventures"
https://forgeglobal.com/cowboy-space_stock/,Invest and Sell Cowboy Space Stock - Forge,"San Carlos, CA, United States",Industrial,Aerospace & Defense,2023,,"Litquidity Capital, Saic Capital, Brave Capital, Andreessen Horowitz, Index Ventures, Ivp, New Enterprise Associates, Breakthrough Energy Partners, Elefund, Scribble Ventures, Vlad Tenev, Draper Associates, Blossom Capital, Construct Capital, E1 Ventures, Offline Ventures, Interlagos Capital, Ravelin Capital"
https://forgeglobal.com/cradlepoint_stock/,Access CradlePoint Stock and Financial Details - Forge,"Boise, ID, United States",Technology Hardware,Communications Equipment,2006,,NA
https://forgeglobal.com/crayon_stock/,Invest and Sell Crayon Stock - Forge,"Boston, MA, United States",Enterprise Software,Data Intelligence,2014,,"Oyster Funds, Bedrock Capital, Trajectory Capital, Croft & Bender, Converge, Gaingels, Baseline Ventures, Baird Capital"
https://forgeglobal.com/creativelive_stock/,Invest and Sell CreativeLive Stock - Forge,"Seattle, WA, United States",Education,Other Education,2010,,NA
https://forgeglobal.com/credit-genie_stock/,Invest and Sell Credit Genie Stock - Forge,"Wilmington, DE, United States",Fintech,Fintech Software,2019,,"First Round Capital, Protagonist, Khosla Ventures, Sutter Hill Ventures"
https://forgeglobal.com/credit-karma_stock/,Access Credit Karma Stock and Financial Details - Forge,"Oakland, CA, United States",Fintech,Personal Finance,2007,,"500 Startups, Valinor Management, Felicis Ventures, Ribbit Capital, Viking Global Investors Lp, Google Capital, Susquehanna Growth Equity, Founders Fund, Tiger Global Management, Sv Angel"
https://forgeglobal.com/credit-sesame_stock/,Invest and Sell Credit Sesame Stock - Forge,"Mountain View, CA, United States",Fintech,Personal Finance,2010,,"Healthcare Of Ontario Pension Plan, Ia Capital Group, Inventus Capital Partners, Atw Partners, Menlo Ventures, Globespan Capital Partners"
https://forgeglobal.com/credo-ai_stock/,Invest and Sell Credo AI Stock - Forge,"Palo Alto, CA, United States",Enterprise Software,Data Intelligence,2020,,"Village Global, Sands Capital, Ai Fund, The World Economic Forum, Booz Allen Ventures, Decibel Partners, Fpv Ventures"
https://forgeglobal.com/credy_stock/,Invest and Sell Credy Stock - Forge,"Bangalore, India",Fintech,Other Fintech,2016,,"Next Ventures, Iovc, Vy Capital, Mava Ventures, Khosla Ventures, Musha Ventures"
https://forgeglobal.com/crescendo_stock/,Invest and Sell Crescendo Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Communication & Collaboration Software,2023,,NA
https://forgeglobal.com/cresilon_stock/,Invest and Sell Cresilon Stock - Forge,"New York, NY, United States",Healthcare,Medical Devices,2010,,"Future Labs, Dorm Room Fund, First Round Capital, Paulson Investment Company, Entrepreneurship Lab Bio & Health Tech NYC, Hammerstone Capital, Innovating Capital"
https://forgeglobal.com/cresta_stock/,Invest and Sell Cresta Stock - Forge,"Palo Alto, CA, United States",Enterprise Software,Business Operations,2017,,"345 Partners, Nyx Ventures Partners, BBQ Capital, Qudit, Microventures, Scale Asia Ventures, Tech Square Ventures, Roosh Ventures, Plug & Play Tech Center"
https://forgeglobal.com/crew-ai_stock/,Invest and Sell Crew AI Stock - Forge,"Middletown, DE, United States",Enterprise Software,Data Intelligence,2024,,NA
https://forgeglobal.com/crew-app_stock/,Invest and Sell Crew App Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Other Enterprise Software,2015,,NA
https://forgeglobal.com/crexi_stock/,Invest and Sell CREXi Stock - Forge,"Los Angeles, CA, United States",Real Estate,Real Estate Software,2014,,NA
https://forgeglobal.com/cribl_stock/,Invest and Sell Cribl Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Cloud /​ Networking Infrastructure,2017,,"Tiger Global Management, G Squared, Sequoia Capital, Ivp, Crowdstrike Holdings, Hack Vc, Foothill Ventures, Redpoint Ventures, Founders Circle Capital, Crv, Goanna Capital, Citi Ventures, Greylock Partners"
https://forgeglobal.com/crimson-education_stock/,Invest and Sell Crimson Education Stock - Forge,"Auckland, New Zealand",Education,Other Education,2013,,NA
https://forgeglobal.com/crisp_stock/,Invest and Sell Crisp Stock - Forge,"Springdale, AR, United States",Enterprise Software,Data Intelligence,2016,,NA
https://forgeglobal.com/cross-river-bank_stock/,Invest and Sell Cross River Bank Stock - Forge,"Teaneck, NJ, United States",Fintech,Digital Banking,2008,,"Andreessen Horowitz, Mindrock Capital, T. Rowe Price, Ion Pacific, Battery Ventures, Kohlberg Kravis Roberts, Whale Rock, Ribbit Capital, Hanaco Ventures, Eldridge, Creditease, Liontree Partners"
https://forgeglobal.com/crossbar_stock/,Invest and Sell Crossbar Stock - Forge,"Santa Clara, CA, United States",Enterprise Software,Data Management /​ Storage,2010,,NA
https://forgeglobal.com/crossbeam_stock/,Invest and Sell Crossbeam Stock - Forge,"Philadelphia, PA, United States",Enterprise Software,Communication & Collaboration Software,2018,,NA
https://forgeglobal.com/crossborder-solutions_stock/,Invest and Sell Exactera Stock - Forge,"Tarrytown, NY, United States",Enterprise Software,Business Operations,2016,,NA
https://forgeglobal.com/crossnokaye_stock/,Invest and Sell Crossnokaye Stock - Forge,"Santa Barbara, CA, United States",Foodtech,Other Foodtech,2017,,NA
https://forgeglobal.com/crossover-health_stock/,Access Crossover Health Stock and Financial Details - Forge,"San Clemente, CA, United States",Healthcare,Other Healthcare,2010,,"Pfm Health Sciences, Foresite Capital, Orbimed Advisors, Sharespost, Deerfield Management, Irving Investors, Avidity Partners, Perceptive Advisors"
https://forgeglobal.com/crowdstreet_stock/,Invest and Sell CrowdStreet Stock - Forge,"Austin, TX, United States",Real Estate,Real Estate Products & Services,2013,,"Rally Ventures, The Dinerstein Companies, Cypress Equities, Green Visor Capital, Seven Peaks Ventures, Tia Ventures, Foulger-Pratt"
https://forgeglobal.com/crowdstrike_stock/,Access CrowdStrike Stock and Financial Details - Forge,"Austin, TX, United States",Enterprise Software,Cybersecurity,2011,,"Accel Partners, Rackspace Us, Capitalg, Warburg Pincus, Philippe Botteri"
https://forgeglobal.com/cruise_stock/,Access Cruise Stock and Financial Details - Forge,"San Francisco, CA, United States",Transportation,Autonomous Vehicles,2013,NA,"Insight Partners, Sapphire Ventures, Frogventures, Microsoft, Quiet Capital, Capitalx, Walmart, Honda Motor Company, Tiger Global Management, M12"
https://forgeglobal.com/crunchbase_stock/,Invest and Sell Crunchbase Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Sales & Marketing /​ Adtech,2014,,"Emergence, Verizon Ventures, Cowboy Ventures, Mayfield Fund, Omers Ventures, Felicis, Netscape Communications, Alignment Growth, Fatfish Group, Salesforce Ventures, Yahoo, 8vc, Austin Ventures, 77 Ventures, Formation 8"
https://forgeglobal.com/crusoe-energy-systems_stock/,Invest and Sell Crusoe Stock - Forge,"Denver, CO, United States",Energy,Energy Efficiency,2018,,"Coinbase Ventures, Mcj Collective, Mubadala Investment Company, Hack Vc, Felicis Ventures, Tao Capital Partners, Mitsui & Company, Ido Investments, Winklevoss Capital, Cmt Digital Ventures, Bain Capital Ventures, Founders Fund"
https://forgeglobal.com/crux_stock/,Invest and Sell CRUX Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Data Management /​ Storage,2017,,"Citigroup, The Woodbridge Company, Goldman Sachs Asset Management, Senahill Partners, Two Sigma Ventures, Cape Innovation & Technology Initiative, Plug & Play Tech Center, Morgan Stanley"
https://forgeglobal.com/crypto-com_stock/,Invest and Sell Crypto.com Stock - Forge,"Singapore, Singapore",Fintech,Other Fintech,2016,,NA
https://forgeglobal.com/crystalys-therapeutics_stock/,Invest and Sell Crystalys Therapeutics Stock - Forge,"Delaware, DE, United States",Healthcare,Biotech & Pharma,2022,,NA
https://forgeglobal.com/csc-generation_stock/,Invest and Sell CSC Generation Stock - Forge,"Merrillville, IN, United States",Enterprise Software,Data Intelligence,2016,,NA
https://forgeglobal.com/ctrl-labs_stock/,Invest and Sell CTRL-Labs Stock - Forge,"New York, NY, United States",Enterprise Software,Data Intelligence,2015,,NA
https://forgeglobal.com/cubby_stock/,Invest and Sell Cubby Stock - Forge,"New York, NY, United States",Enterprise Software,Business Operations,2022,,NA
https://forgeglobal.com/cube_stock/,Invest and Sell Cube Stock - Forge,"New York, NY, United States",Enterprise Software,Data Intelligence,2018,,"Gtmfund, Mayfield Fund, Techstars, Plg Ventures, Everywhere Ventures, Bonfire Ventures, Clocktower Technology Ventures, Battery Ventures, Alumni Ventures, Operator Collective, Basecamp Fund"
https://forgeglobal.com/cubicpv_stock/,Invest and Sell CubicPV Stock - Forge,"Bedford, MA, United States",Energy,Energy Efficiency,2021,,NA
https://forgeglobal.com/cuby-technologies_stock/,Invest and Sell Cuby Technologies Stock - Forge,"Wilmington, DE, United States",Industrial,Materials,2021,,"Gos Capital, At One Ventures, Type One Ventures"
https://forgeglobal.com/cue-health_stock/,Access Cue Health Stock and Financial Details - Forge,"San Diego, CA, United States",Healthcare,Medical Devices,2010,,NA
https://forgeglobal.com/cullgen_stock/,Access Cullgen Stock and Financial Details - Forge,"San Diego, CA, United States",Healthcare,Biotech & Pharma,2018,,"3e Bioventures Capital, Highlight Capital, Wuxi Capital Group, Heights Capital Management, Octagon Capital Advisors, Voyagers Capital, Sirius Holding Group, Sequoia Capital China, Msa Capital, South China Venture Capital, Gni Group, Shenzhen Investment, Sincere Capital"
https://forgeglobal.com/culture-amp_stock/,Invest and Sell CultureAmp Stock - Forge,"Richmond, Australia",Enterprise Software,Data Intelligence,2009,,"Sapphire Ventures, Tdm Growth Partners, Index Ventures, Blackbird Ventures, Skip Capital, Salesforce Ventures, Felicis Ventures, Sequoia Capital China, Grok Ventures"
https://forgeglobal.com/culture_stock/,Invest and Sell Culture Stock - Forge,"South San Francisco, CA, United States",Healthcare,Biotech & Pharma,2016,,NA
https://forgeglobal.com/cumulus-networks_stock/,Invest and Sell Cumulus Networks Stock - Forge,"Mountain View, CA, United States",Enterprise Software,Cloud /​ Networking Infrastructure,2010,,NA
https://forgeglobal.com/curalate_stock/,Invest and Sell Curalate Stock - Forge,"Philadelphia, PA, United States",Enterprise Software,Sales & Marketing /​ Adtech,2011,,NA
https://forgeglobal.com/curated_stock/,Access Curated Stock and Financial Details - Forge,"San Francisco, CA, United States",Consumer & Lifestyle,E-commerce,2017,,NA
https://forgeglobal.com/curative_stock/,Invest and Sell Curative Stock - Forge,"Austin, TX, United States",Healthcare,Healthcare Providers & Services,2020,,"Soma Capital, Lauder Partners, Refactor Capital, Zoibel, Dcvc, Polymath Capital Partners"
https://forgeglobal.com/curb_stock/,Invest and Sell Curb Stock - Forge,"Austin, TX, United States",Energy,Clean Energy,2012,,NA
https://forgeglobal.com/curbio_stock/,Invest and Sell Curbio Stock - Forge,"Potomac, MD, United States",Real Estate,Real Estate Products & Services,2018,,NA
https://forgeglobal.com/curology_stock/,Invest and Sell Curology Stock - Forge,"San Diego, CA, United States",Consumer & Lifestyle,"Clothing, Fashion, Beauty & Apparel",2014,,"Triplepoint Venture Growth, Ivp (Institutional Venture Partners), 137 Ventures, Forerunner Ventures, Advance Venture Partners, Anthos Capital"
https://forgeglobal.com/current_stock/,Invest and Sell Current Stock - Forge,"New York, NY, United States",Fintech,Personal Finance,2015,,"Andreessen Horowitz, Expa, Tiger Global Management"
https://forgeglobal.com/cursor_stock/,Access Cursor Stock and Financial Details - Forge,"San Francisco, CA, United States",Enterprise Software,Productivity,2016,,"Toba Capital, Ride Ventures, C3 Ventures"
https://forgeglobal.com/curve_stock/,Invest and Sell Curve Stock - Forge,"London, United Kingdom",Fintech,Digital Banking,2015,,NA
https://forgeglobal.com/customer-io_stock/,Invest and Sell Customer.io Stock - Forge,"Beaverton, OR, United States",Enterprise Software,Sales & Marketing /​ Adtech,2012,,"Earl Grey Capital, Beyond Capital, Oregon Venture Fund, Republic Capital, Spectrum Equity"
https://forgeglobal.com/cuyana_stock/,Invest and Sell Cuyana Stock - Forge,"San Francisco, CA, United States",Consumer & Lifestyle,"Clothing, Fashion, Beauty & Apparel",2011,,NA
https://forgeglobal.com/cvrx_stock/,Access CVRx Stock and Financial Details - Forge,"Minneapolis, MN, United States",Healthcare,Other Healthcare,1900,,NA
https://forgeglobal.com/cybercube_stock/,Invest and Sell CyberCube Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Cybersecurity,2015,,"Forgepoint Capital, Stone Point Capital, Hscm Bermuda, Mtech Capital, Morgan Stanley"
https://forgeglobal.com/cybereason_stock/,Access Cybereason Stock and Financial Details - Forge,"La Jolla, CA, United States",Enterprise Software,Cybersecurity,2012,,"Lockheed Martin Ventures, Andra Capital, Softbank Capital, Liberty Strategic Capital, Spur Capital Partners, Crv, Google Cloud Platform, Vintage Investment Partners, Scale-Up Venture Capital, Spark Capital"
https://forgeglobal.com/cybergrx_stock/,Access ProcessUnity Stock and Financial Details - Forge,"Denver, CO, United States",Enterprise Software,Cybersecurity,2015,,NA
https://forgeglobal.com/cyberhaven_stock/,Invest and Sell Cyberhaven Stock - Forge,"San Jose, CA, United States",Enterprise Software,Cybersecurity,2015,,"Forgepoint Capital, Redpoint Ventures, Ecole Polytechnique Federale De Lausanne, Defense Advanced Research Projects Agency, Accomplice Vc, Crane Venture Partners, Adams Street Partners, Pfr Ventures, Vertex Ventures Us, Cyber Mentor Fund, Costanoa Ventures, Epfl Innovation Park, Plug & Play Tech Center, Arkley The Accelerator Vc, Vertex Growth, York Ie, Swiss Federal Commission For Innovation & Technology, Khosla Ventures, Wing Venture Capital"
https://forgeglobal.com/cybrary_stock/,Invest and Sell Cybrary Stock - Forge,"Riverdale, MD, United States",Education,E-Learning,2015,,"Stonemill Ventures, Cognizant, Gula Tech Adventures, Buildgroup, Arthur Ventures"
https://forgeglobal.com/cycle-app_stock/,Invest and Sell Cycle App Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Other Enterprise Software,2019,,NA
https://forgeglobal.com/cycognito_stock/,Invest and Sell CyCognito Stock - Forge,"Palo Alto, CA, United States",Enterprise Software,Cybersecurity,2017,NA,"Accel, Thomvest Ventures, The Westly Group, Geodesic Capital, Upwest, Lightspeed Venture Partners"
https://forgeglobal.com/cyemptive_stock/,Invest and Sell Cyemptive Stock - Forge,"Burlington, WA, United States",Enterprise Software,Cybersecurity,2014,,NA
https://forgeglobal.com/cyera_stock/,Invest and Sell Cyera Stock - Forge,"New York, NY, United States",Enterprise Software,Cybersecurity,2021,NA,"Coatue Management, Sapphire Ventures, Cyberstarts, Sequoia Capital, Cerca Partners, Accel, Redpoint Ventures, Storied Ventures, Artisanal Ventures, At&T Ventures, Georgian, Spark Capital, The Entrust Group"
https://forgeglobal.com/cylance_stock/,Access Cylance Stock and Financial Details - Forge,"Irvine, CA, United States",Enterprise Software,Cybersecurity,2012,,"Dell Ventures, Founders Equity Partners, Kohlberg Kravis Roberts, Dfj Growth, Capital One Growth Ventures, Draper Nexus, Insight Venture Partners, Khosla Ventures, Fairhaven Capital Partners, Citi Ventures"
https://forgeglobal.com/cyngn_stock/,Access Cyngn Stock and Financial Details - Forge,"Menlo Park, CA, United States",Transportation,Autonomous Vehicles,2013,,NA
https://forgeglobal.com/cypress-io_stock/,Invest and Sell Cypress Stock - Forge,"Atlanta, GA, United States",Enterprise Software,Software Development,2015,,NA
https://forgeglobal.com/cyrebro_stock/,Invest and Sell Cyrebro Stock - Forge,"Tel Aviv, Israel",Enterprise Software,Cybersecurity,2013,,"Elaia, Mangrove Capital Partners, Incapital, Koch Disruptive Technologies, Mizrahi Tefahot Bank, Prytek"
https://forgeglobal.com/cytek_stock/,Access Cytek Stock and Financial Details - Forge,"Fremont, CA, United States",Healthcare,Other Healthcare,1992,,NA
https://forgeglobal.com/cytonics_stock/,Invest and Sell Cytonics Stock - Forge,"Jupiter, FL, United States",Healthcare,Biotech & Pharma,2006,NA,"National Institutes Of Health, Depuy Synthes"
https://forgeglobal.com/cytovale_stock/,Invest and Sell CytoVale Stock - Forge,"South San Francisco, CA, United States",Healthcare,Healthcare Providers & Services,2013,,"Netscientific, Kayyak Ventures, Sands Capital, Global Health Investment Fund, Farmore Capital Group, Cpp Investments, Dolby Family Ventures, Western Technology Investment, Norwest Venture Partners, National Science Foundation, Freerun Ventures, Pathway Bioventures, Grids Capital, Alumni Ventures, Google For Startups Accelerator, National Institutes Of Health, U.S. Department Of Health & Human Services, Blackhorn Ventures, Pactolus Ventures, Breakout Ventures, Baidu Ventures, Biomedical Advanced Research & Development Authority, Breakout Labs"
https://forgeglobal.com/cyware_stock/,Invest and Sell Cyware Stock - Forge,"Jersey City, NJ, United States",Enterprise Software,Cybersecurity,2016,,"Zscaler, Prelude Fund, Emerald Development Managers, Crosspoint Capital Partners, Ten Eleven Ventures, Advent International, Tanium, Great Road Holdings"
https://forgeglobal.com/d-matrix_stock/,Invest and Sell d-Matrix Stock - Forge,"Santa Clara, CA, United States",Technology Hardware,Computing Hardware,2019,,"Amino Capital, New Layer Capital, Comfy Capital, Foothill Ventures, Palo Alto Networks, A&E Investments, Triatomic Capital, Inphi, Calm Ventures, Cyfr Capital"
https://forgeglobal.com/d-wave-systems_stock/,Access D-Wave Stock and Financial Details - Forge,"Palo Alto, CA, United States",Technology Hardware,Computing Hardware,1999,,NA
https://forgeglobal.com/d1-brands_stock/,Invest and Sell D1 Brands Stock - Forge,"New York, NY, United States",Consumer & Lifestyle,E-commerce,2020,,"Id8 Investments, Coventures, Crossbeam Venture Partners"
https://forgeglobal.com/dagster-labs_stock/,Invest and Sell Dagster Labs Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Data Management /​ Storage,2018,,"Coatue Management, Hnvr Technology Investment Management, Sequoia Capital, Human Capital, Fathom Capital, Index Ventures, Neo, Oss Capital, Amplify Partners, Zero Prime Ventures, F7 Ventures, 8vc, Slow Ventures, Georgian"
https://forgeglobal.com/daily-harvest_stock/,Access Daily Harvest Stock and Financial Details - Forge,"New York, NY, United States",Foodtech,Food Products & Services,2015,,"Imaginary Ventures, Paris Hilton, Bam Ventures, Collaborative Fund, Lightspeed Venture Partners"
https://forgeglobal.com/dailyhunt_stock/,Invest and Sell Dailyhunt Stock - Forge,"Bangalore, India",Consumer & Lifestyle,Social,2005,,"B Capital Group, Catamaran Ventures, Eastern Epic Capitals, Trifecta Capital Partners, Luxor Capital Group, Canaan Valley Capital Management"
https://forgeglobal.com/dailypay_stock/,Invest and Sell DailyPay Stock - Forge,"New York, NY, United States",Fintech,Payments,2015,,"Anthem Venture Partners, Microventures, Gaingels, Ourcrowd, Wavemaker Partners, Evolution Vc Partners"
https://forgeglobal.com/dalcor-pharmaceuticals_stock/,Invest and Sell DalCor Pharmaceuticals Stock - Forge,"Montreal, Canada",Healthcare,Biotech & Pharma,2015,,"Fonds De Developpement Économique, Caisse De Dépôt Et Placement Du Québec, Investissement Quebec, Sanderling Ventures, Fonds De Solidarité Ftq, T&B Pharma, Cti Life Sciences Fund, Andes"
https://forgeglobal.com/dandelion-energy_stock/,Invest and Sell Dandelion Energy Stock - Forge,"Mount Kisco, NY, United States",Energy,Clean Energy,2017,,"Ventioneers, Boxgroup, Building Ventures, New Enterprise Associates, Ngp Energy Technology Partners, Future Labs, Comcast Ventures, Borealis Ventures, Gv, Zhen Fund, Correlation Ventures, Ngp Energy Capital Management, Ground Up Ventures, Momentor Ventures, Collaborative Fund, Ourcrowd, Lennar Ventures, Breakthrough Energy Ventures"
https://forgeglobal.com/dandy_stock/,Invest and Sell Dandy Stock - Forge,"Mill Valley, CA, United States",Healthcare,Healthcare Providers & Services,2016,,"Mantis Vc, Wndrco, Avenir Growth Capital, Neo, Outbound Ventures, Primary Venture Partners, The Mba Fund, Dorm Room Fund, Inspired Capital Partners, Riverpark Ventures, Addition"
https://forgeglobal.com/dapi_stock/,Invest and Sell Tasker AI Stock - Forge,"Woodland, CA, United States",Fintech,Payments,2019,,Y Combinator
https://forgeglobal.com/dapper-labs_stock/,Invest and Sell Dapper Labs Stock - Forge,"Vancouver, Canada",Consumer & Lifestyle,Gaming,2018,NA,"Coatue, Andreessen Horowitz, Union Square Ventures, Warner Music Group, Accomplice"
https://forgeglobal.com/daring-foods_stock/,Access Daring Foods Stock and Financial Details - Forge,"Wilmington, DE, United States",Foodtech,Animal-Free Protein,2018,,"Electric Feel Ventures, Operator Partners, D1 Capital Partners, Maveron, Stray Dog Capital, Good Friends, Founders Fund"
https://forgeglobal.com/darktrace_stock/,Access Darktrace Stock and Financial Details - Forge,"Cambridge, United Kingdom",Enterprise Software,Cybersecurity,2013,,"Teneleven Ventures, Kohlberg Kravis Roberts, Summit Partners, Samsung Sds Company, Softbank"
https://forgeglobal.com/dascena_stock/,Invest and Sell Dascena Stock - Forge,"Houston, TX, United States",Healthcare,Other Healthcare,2014,,"Euclidean Capital, Frazier Healthcare Partners, Longitude Capital"
https://forgeglobal.com/dash0_stock/,Invest and Sell Dash0 Stock - Forge,"New York, NY, United States",Enterprise Software,Productivity,2023,,NA
https://forgeglobal.com/dashlane_stock/,Invest and Sell Dashlane Stock - Forge,"New York, NY, United States",Enterprise Software,Cybersecurity,2009,,"Sequoia Capital, Bessemer Venture Partners, Rho Ventures, Silicon Valley Bank, Firstmark Capital"
https://forgeglobal.com/data-world_stock/,Access data.world Stock and Financial Details - Forge,"Austin, TX, United States",Enterprise Software,Data Intelligence,2016,,NA
https://forgeglobal.com/databank_stock/,Invest and Sell DataBank Stock - Forge,"Dallas, TX, United States",Enterprise Software,Cloud /​ Networking Infrastructure,2005,NA,"Ardian, Teachers Insurance & Annuity Association Of America, Northleaf Capital Partners, Allstate, Brookside Equity Partners, Finback Investment Partners, Edf Invest, Digitalbridge Group, Garden City Equity, Swiss Life Asset Management"
https://forgeglobal.com/databook_stock/,Invest and Sell Databook Stock - Forge,"Palo Alto, CA, United States",Enterprise Software,Sales & Marketing /​ Adtech,2015,,NA
https://forgeglobal.com/databricks_stock/,Invest and Sell Databricks Stock - Forge,"San Francisco, CA, United States",Enterprise Software,Data Intelligence,2013,,"Ark Venture Fund, Irving Investors, Axevil Capital, 535west, Berkeley Frontier Fund, At&T Ventures"
